sofifa_id,nationality_name,international_reputation,nation_jersey_number
243422,Korea Republic,1,
243469,Argentina,1,
243491,Spain,1,
243502,Poland,1,
243537,Germany,1,
243690,Poland,1,
243705,France,1,
243869,England,1,
243871,England,1,
243881,Germany,1,
243896,Algeria,1,
243924,France,1,
243932,Germany,1,
243959,Germany,1,
243981,Kosovo,1,
244004,England,1,
244081,Germany,1,
244108,Korea Republic,1,
244140,Germany,1,
244202,Scotland,1,
244256,Poland,1,
244409,Austria,1,
244417,Germany,1,
244453,South Africa,1,
244515,Ghana,1,
244524,Germany,1,
244533,Poland,1,
244542,France,1,
244677,Canada,1,
244680,Canada,1,
244780,Italy,1,
244811,Austria,1,
244891,Poland,1,
244927,Austria,1,
245008,Austria,1,
245026,United States,1,
245039,China PR,1,
245041,China PR,1,22.0
245056,Netherlands,1,
245076,Denmark,1,
245122,Sweden,1,
245126,Poland,1,
245153,England,1,
245170,India,1,
245212,Latvia,1,
245286,Czech Republic,1,
245494,Saudi Arabia,1,
245499,Saudi Arabia,1,
245510,Saudi Arabia,1,
245615,Japan,1,
245622,Japan,1,
245648,Colombia,1,
245725,Mexico,1,
245766,Japan,1,
245893,England,1,
245901,England,1,
245903,England,1,
245981,Korea Republic,1,
246002,England,1,
246078,Netherlands,1,
246137,England,1,
246158,Denmark,1,
246228,England,1,
246442,Japan,1,
246549,France,1,
246557,Romania,1,
246591,Republic of Ireland,1,
246680,Scotland,1,
246759,Norway,1,
246760,Spain,1,
246807,France,1,
246825,Japan,1,
246858,Norway,1,
246861,Italy,1,
246862,Brazil,1,
246863,England,1,
246911,Norway,1,
246950,Wales,1,
246956,England,1,
246991,Republic of Ireland,1,
247017,South Africa,1,
247032,Sweden,1,
247093,Colombia,1,
247236,Portugal,1,
247333,Norway,1,
247403,Uruguay,1,
247674,Romania,1,
247741,England,1,
247755,Germany,1,
247761,France,1,
247822,Australia,1,
247833,England,1,
247856,Chile,1,
247886,Bolivia,1,
247942,Romania,1,
247946,Romania,1,
247967,Romania,1,
248070,Spain,1,
248086,Romania,1,
248165,Romania,1,21.0
248216,Canada,1,
248443,Romania,1,
248474,England,1,
248478,Germany,1,
248539,France,1,
248740,Morocco,1,
248823,Italy,1,
248858,Switzerland,1,
250786,England,1,
250791,Republic of Ireland,1,
250851,Denmark,1,
251034,Romania,1,
251042,Romania,1,
251048,Romania,1,
251051,Romania,1,
251073,Romania,1,
251075,Venezuela,1,
251082,Romania,1,
251085,Romania,1,
251151,Turkey,1,
251165,England,1,
251197,South Africa,1,
251293,Germany,1,
251317,Germany,1,
251333,Germany,1,
251346,England,1,
251358,Serbia,1,
251359,Poland,1,
251367,Poland,1,
251425,England,1,
251482,Germany,1,
251494,Poland,1,
251502,Ghana,1,
251521,Wales,1,
251548,England,1,
251555,England,1,
251587,Spain,1,
251592,Wales,1,
251653,Spain,1,
251774,Venezuela,1,
251807,South Africa,1,
251816,Japan,1,
251870,Colombia,1,
251872,Romania,1,
251902,Colombia,1,
251905,Ghana,1,
252031,Germany,1,
252080,Portugal,1,
252113,Benin,1,
252134,England,1,
252219,Poland,1,
252277,Korea Republic,1,
252278,Korea Republic,1,
252285,United States,1,
252321,Romania,1,
252379,Scotland,1,
252424,United Arab Emirates,1,
252470,Portugal,1,
252471,Nigeria,1,
252506,Poland,1,
252507,Poland,1,
252524,France,1,
252697,Nigeria,1,
252715,France,1,
252758,Republic of Ireland,1,
252785,Argentina,1,
252866,Spain,1,
252922,Spain,1,
253010,Sweden,1,
253095,England,1,
253098,United States,1,
253118,Austria,1,
253332,Ecuador,1,
253380,Netherlands,1,
253384,Argentina,1,
253428,Czech Republic,1,
253442,Netherlands,1,
253452,England,1,
253464,Denmark,1,
253491,Turkey,1,
253553,Peru,1,
253597,Bolivia,1,
253636,Bolivia,1,
253662,Japan,1,
253693,Republic of Ireland,1,
253775,Venezuela,1,
253791,Venezuela,1,
253797,Colombia,1,
253821,Venezuela,1,
253861,Uruguay,1,
253954,Burundi,1,
253974,Scotland,1,
254020,France,1,
254085,Uruguay,1,
254120,England,1,
254173,Ecuador,1,
254243,Scotland,1,
254290,Switzerland,1,
254309,Sweden,1,
254348,Bolivia,1,
254636,Côte d'Ivoire,1,
254638,Norway,1,
254685,Saudi Arabia,1,
254726,Paraguay,1,
254760,Paraguay,1,
254768,Paraguay,1,
254834,Japan,1,
254876,Japan,1,
254964,United States,1,
254980,Korea Republic,1,
255063,Uruguay,1,
255072,Germany,1,
255094,Bolivia,1,
255114,Portugal,1,
255115,Mexico,1,
255119,Venezuela,1,
255145,United States,1,
255150,France,1,
255226,Japan,1,
255236,Netherlands,1,
255242,Belgium,1,
255349,Uruguay,1,
255389,United States,1,
255393,Spain,1,
255414,Sweden,1,
255449,Slovakia,1,
255452,Paraguay,1,
255453,Argentina,1,
255457,Venezuela,1,
255485,Bolivia,1,
255491,Bolivia,1,
255527,Japan,1,
255588,Japan,1,
255635,Greece,1,
255705,Sweden,1,
255721,Ecuador,1,
255851,Japan,1,
255867,Venezuela,1,
255913,England,1,
255947,Germany,1,
255956,Canada,1,
256018,Spain,1,
256049,Spain,1,
256050,Uruguay,1,
256051,Chile,1,
256053,United States,1,
256170,France,1,
256218,Germany,1,
256219,Germany,1,
256453,Sweden,1,
256460,Germany,1,
256522,Slovenia,1,
256527,Senegal,1,
256564,Germany,1,
256634,Germany,1,
256691,France,1,
256694,France,1,
256700,Scotland,1,
256753,Japan,1,
256770,Germany,1,
256854,France,1,
256887,United States,1,
256950,France,1,
256964,England,1,
256983,Greece,1,
257027,Spain,1,
257051,Germany,1,
257067,United States,1,
257068,Venezuela,1,
257090,France,1,
257093,Belgium,1,
257147,United States,1,
257153,Argentina,1,
257177,France,1,
257227,Austria,1,
257246,Republic of Ireland,1,
257286,Germany,1,
257291,England,1,
257309,Norway,1,
257350,Argentina,1,
257353,France,1,
257512,Mexico,1,
257570,Germany,1,
257728,Romania,1,
257731,Romania,1,
257740,Romania,1,
257785,Italy,1,
257873,England,1,
257914,Germany,1,
257946,Côte d'Ivoire,1,
257995,Ghana,1,
257998,Spain,1,
258054,Austria,1,
258085,Germany,1,
258146,Serbia,1,
258171,Tunisia,1,
258227,Chile,1,
258283,Argentina,1,
258319,Russia,1,
258352,Turkey,1,
258360,Brazil,1,
258396,Turkey,1,
258405,Turkey,1,
258415,Bulgaria,1,
258441,Congo DR,1,
258442,Serbia,1,
258504,Slovenia,1,
258512,Germany,1,
258519,Germany,1,
258523,Scotland,1,
258545,Israel,1,
258547,Germany,1,
258609,Cameroon,1,
258691,Poland,1,
258722,Angola,1,
258784,Germany,1,
258804,Colombia,1,
258815,Italy,1,
258841,Greece,1,
258864,Germany,1,
258867,Iceland,1,
258869,Czech Republic,1,
258870,Netherlands,1,
258895,Germany,1,
258919,Colombia,1,
258975,Ghana,1,
259014,South Africa,1,
259018,Brazil,1,
259038,Trinidad and Tobago,1,
259117,Republic of Ireland,1,
259185,Norway,1,
259192,Gambia,1,
259212,Norway,1,
259235,Tunisia,1,
259237,Bulgaria,1,
259314,Spain,1,
259401,Netherlands,1,
259403,Netherlands,1,
259524,Spain,1,
259527,Spain,1,
259530,Spain,1,
259537,Argentina,1,
259581,Spain,1,
259612,Peru,1,
259614,Venezuela,1,
259615,Peru,1,
259631,Spain,1,
259632,Spain,1,
259641,Uruguay,1,
259671,France,1,
259680,New Zealand,1,17.0
259683,Uruguay,1,
259714,Germany,1,
259739,Spain,1,
259750,Germany,1,
259752,Germany,1,
259758,Spain,1,
259767,Australia,1,
259807,Colombia,1,
259858,Venezuela,1,
259908,Ecuador,1,
259913,Ukraine,1,
259918,Mali,1,
259995,Sweden,1,
260033,Paraguay,1,
260048,Venezuela,1,
260050,Venezuela,1,
260076,Netherlands,1,
260092,Venezuela,1,
260094,Brazil,1,
260141,Romania,1,
260149,Norway,1,
260167,Portugal,1,
260203,Peru,1,
260217,Germany,1,
260244,Japan,1,
260268,Venezuela,1,
260304,Brazil,1,
260308,Ecuador,1,
260311,Venezuela,1,
260324,Japan,1,
260326,Senegal,1,
260332,Venezuela,1,
260352,Japan,1,
260355,Japan,1,
260360,Japan,1,
260369,Germany,1,
260392,Korea Republic,1,
260409,Turkey,1,
260432,Japan,1,
260444,Bolivia,1,
260485,Korea Republic,1,
260562,Argentina,1,
260574,France,1,
260587,France,1,
260591,Mexico,1,
260600,Hungary,1,
260619,Japan,1,
260716,Guinea,1,
260800,Peru,1,
260818,England,1,
260828,Spain,1,
260842,Denmark,1,
260866,Paraguay,1,
260867,Poland,1,
260876,Denmark,1,
260910,England,1,
260930,France,1,
260968,Austria,1,
260974,Paraguay,1,
261018,Paraguay,1,
261094,Argentina,1,
261140,Jamaica,1,
261173,Argentina,1,
261223,Poland,1,
261377,Peru,1,
261439,Bolivia,1,
261442,Argentina,1,
261485,Venezuela,1,
261488,Peru,1,
261504,Venezuela,1,
261533,Uruguay,1,
261558,Bolivia,1,
261565,United States,1,
261580,England,1,
261619,Argentina,1,
261621,England,1,
261689,Portugal,1,
261704,Paraguay,1,
261764,Uruguay,1,
261768,Argentina,1,
262021,Sweden,1,
262109,Greece,1,
262118,England,1,
262148,Argentina,1,
262236,France,1,
262237,Senegal,1,
262295,Slovenia,1,
262305,Spain,1,
262314,Norway,1,
262320,Spain,1,
262345,France,1,
262352,Algeria,1,
262380,Austria,1,
262388,Croatia,1,
262396,Netherlands,1,
262402,Spain,1,
262423,Spain,1,
262487,Spain,1,
262509,Spain,1,
262529,Uruguay,1,
262547,Germany,1,
262581,Croatia,1,
262639,Serbia,1,
262647,Austria,1,
262654,Austria,1,
262667,Germany,1,
262674,Germany,1,
262681,Poland,1,
262689,Czech Republic,1,
262709,France,1,
262770,Germany,1,
262792,Austria,1,
262812,Brazil,1,
262821,Mexico,1,
262838,Germany,1,
262840,Germany,1,
262898,Germany,1,
262902,Germany,1,
262906,Germany,1,
262907,Serbia,1,
262918,Switzerland,1,
262933,Germany,1,
262935,Spain,1,
262942,Croatia,1,
262954,Spain,1,
262959,Germany,1,
262963,Germany,1,
262978,Germany,1,
263020,Turkey,1,
263061,Germany,1,
263075,Belgium,1,
263079,Germany,1,
263082,Germany,1,
263084,Germany,1,
263094,Austria,1,
263156,Argentina,1,
263163,Côte d'Ivoire,1,
263189,Brazil,1,
263217,Spain,1,
263228,Brazil,1,
263242,Poland,1,
263258,Poland,1,
263300,Republic of Ireland,1,
263307,Germany,1,
263332,Georgia,1,
263342,Brazil,1,
263343,Finland,1,
263378,Cyprus,1,
263555,Greece,1,
263620,Belgium,1,
263645,Portugal,1,
263646,Spain,1,
263661,Brazil,1,
263703,England,1,
263715,Spain,1,
263736,Kosovo,1,
263786,Italy,1,
263810,Portugal,1,
263829,Portugal,1,
263839,Norway,1,
263891,Gibraltar,1,
263898,Guinea Bissau,1,
263903,France,1,
263947,Brazil,1,
263953,England,1,
263954,Russia,1,
263956,Brazil,1,
264006,Spain,1,
264090,Brazil,1,
264092,Spain,1,
264102,Spain,1,
264116,Spain,1,
264126,Spain,1,
264127,Romania,1,
264161,Spain,1,
264176,Spain,1,
264220,Netherlands,1,
264239,Spain,1,
264241,France,1,
264248,Netherlands,1,
264258,United Arab Emirates,1,
264260,England,1,
264288,Portugal,1,
264380,Germany,1,
264392,France,1,
264442,Germany,1,
264459,Portugal,1,
264480,Italy,1,
264481,Nigeria,1,
264539,Greece,1,
264567,Bolivia,1,
264572,Peru,1,
264587,Russia,1,
264640,Iran,1,
52679,Republic of Ireland,1,
134765,Sweden,1,
140420,Republic of Ireland,1,
150995,Finland,1,
152454,England,1,
166736,Norway,1,
169481,Republic of Ireland,1,
169619,England,1,
170877,Wales,1,
176442,England,1,
176839,Azerbaijan,1,
177971,Scotland,1,
185388,Norway,1,
186147,England,1,
186494,England,1,
187338,Albania,1,
187797,England,1,
190720,Canada,1,
191679,Korea Republic,1,
191803,Japan,1,
191924,Korea Republic,1,
192361,Poland,1,
192651,Australia,1,
192901,Georgia,1,
192961,Poland,1,
193310,Germany,1,
193557,England,1,
193906,Poland,1,
194076,Spain,1,
195057,Scotland,1,
195481,England,1,
199021,Republic of Ireland,1,
199218,Australia,1,
200936,England,1,
201491,Northern Ireland,1,
202244,United States,1,
202583,United States,1,
202727,Guinea Bissau,1,
202769,Norway,1,
202925,Sweden,1,
203189,Sweden,1,
203428,Wales,1,
203512,Turkey,1,
203548,Malaysia,1,
204348,Sweden,1,
204853,Scotland,1,
205139,Republic of Ireland,1,
205311,Scotland,1,
205704,Poland,1,
206073,England,1,
206142,France,1,
206500,England,1,
207459,Norway,1,
207463,England,1,
207513,Republic of Ireland,1,
207606,England,1,
208771,Republic of Ireland,1,
208813,Wales,1,
208929,Saudi Arabia,1,
208953,Saudi Arabia,1,
209254,England,1,
209750,Republic of Ireland,1,
209895,Australia,1,
209965,Switzerland,1,
210149,Saudi Arabia,1,
210244,England,1,
210901,Saudi Arabia,1,
211095,Denmark,1,
211604,England,1,
212392,Scotland,1,
212664,Bulgaria,1,
212816,Korea Republic,1,
213094,New Zealand,1,21.0
213344,Jamaica,1,
213502,Republic of Ireland,1,
213667,England,1,
213894,England,1,
214525,Wales,1,
215084,Madagascar,1,
215561,England,1,
215685,Denmark,1,
216226,England,1,
219392,New Zealand,1,19.0
219795,England,1,
219865,Sweden,1,
220041,Switzerland,1,
220057,England,1,
220167,Colombia,1,
220819,Australia,1,
221206,Sweden,1,
221277,France,1,
221293,Mexico,1,
221346,Norway,1,
221525,England,1,
222180,China PR,1,
222188,China PR,1,
222279,China PR,1,
222394,Morocco,1,
222621,China PR,1,
222624,China PR,1,
222822,England,1,
223011,France,1,
223467,England,1,
223941,Congo DR,1,
224016,Poland,1,
224088,France,1,
224307,England,1,
224322,Norway,1,
224546,China PR,1,
224602,China PR,1,
224731,China PR,1,
224902,Italy,1,
224936,Iceland,1,
225467,England,1,
225716,China PR,1,
225739,China PR,1,
226006,Republic of Ireland,1,
226264,Chile,1,
226429,Scotland,1,
226504,Australia,1,
226650,Korea Republic,1,
226800,England,1,
226832,Colombia,1,
227653,United States,1,
227767,Norway,1,
227997,Congo,1,
228072,China PR,1,
228267,United States,1,
228362,Denmark,1,
228461,Korea Republic,1,
228767,Scotland,1,
228918,Turkey,1,
229005,Poland,1,
229184,Germany,1,
229185,Germany,1,
229393,England,1,
229678,Norway,1,
229731,England,1,
229783,Hungary,1,
230409,Brazil,1,
230653,England,1,
230737,Norway,1,
230765,Saudi Arabia,1,
230893,Wales,1,
230895,England,1,
231033,England,1,
231046,England,1,
231120,Saudi Arabia,1,
231310,Australia,1,
231580,England,1,
231615,England,1,
231697,Colombia,1,
231932,India,1,
232418,Japan,1,
232583,Japan,1,
232633,Japan,1,
232675,Saudi Arabia,1,
232677,Saudi Arabia,1,
232680,Saudi Arabia,1,
232682,Saudi Arabia,1,
232816,Argentina,1,
232959,Japan,1,
233006,Poland,1,
233054,China PR,1,
233284,Korea Republic,1,
233492,Denmark,1,
233687,England,1,
233691,Lithuania,1,
233814,Colombia,1,
233950,Scotland,1,
233953,Belgium,1,
234295,Nigeria,1,
234297,Finland,1,
234804,Sweden,1,
234858,Germany,1,
234912,Switzerland,1,
235247,England,1,
235597,Saudi Arabia,1,
235918,Paraguay,1,
235939,Turkey,1,
236197,Brazil,1,
236234,Chile,1,
236588,France,1,
236662,Sweden,1,
236689,Saudi Arabia,1,
236785,England,1,
237027,Korea Republic,1,
237089,Korea Republic,1,
237095,Korea Republic,1,
237185,Wales,1,
237201,United States,1,
237204,England,1,
237208,England,1,
237341,England,1,
237506,Northern Ireland,1,
237553,Turkey,1,
237657,Mexico,1,
237699,England,1,
237839,Canada,1,
237937,Norway,1,
237965,Korea Republic,1,
238057,Korea Republic,1,
238081,Colombia,1,
238104,China PR,1,
238117,England,1,
238132,Denmark,1,
238338,Korea Republic,1,
238473,Serbia,1,
238780,Germany,1,
238880,Colombia,1,
239013,England,1,
239016,Switzerland,1,
239019,North Macedonia,1,
239042,Saudi Arabia,1,
239051,France,1,
239126,Saudi Arabia,1,
239221,England,1,
239371,Morocco,1,
239428,Switzerland,1,
239480,Germany,1,
239623,Mexico,1,
239646,Ghana,1,
239666,Germany,1,
239750,Colombia,1,
239783,England,1,
239915,Portugal,1,
239942,Mexico,1,
239998,Bulgaria,1,
240186,Korea Republic,1,
240328,Saudi Arabia,1,
240345,Sierra Leone,1,
240373,Saint Kitts and Nevis,1,
240420,Chile,1,
240472,China PR,1,
240473,Republic of Ireland,1,
240489,Norway,1,
240506,Ghana,1,
240524,Nigeria,1,
240604,Wales,1,
240674,England,1,
240722,Spain,1,
240725,France,1,
240772,Republic of Ireland,1,
240786,England,1,
240813,England,1,
240856,Netherlands,1,
240882,Portugal,1,
240939,Germany,1,
240946,England,1,
241048,Finland,1,
241053,Brazil,1,
241277,Germany,1,
241312,China PR,1,
241335,China PR,1,
241349,China PR,1,
241382,England,1,
241397,England,1,
241428,England,1,
241440,Australia,1,
241452,England,1,
241475,Finland,1,13.0
241552,Australia,1,
241650,Sweden,1,
241817,France,1,
241818,France,1,
241825,Australia,1,
241875,Republic of Ireland,1,
241953,England,1,
242034,Mexico,1,
242134,Norway,1,
242276,China PR,1,
242282,England,1,
242286,Republic of Ireland,1,
242370,Colombia,1,
242609,Japan,1,
242652,United States,1,
242732,United States,1,
242746,France,1,
242804,United States,1,
242809,Scotland,1,
242893,Mali,1,
242990,New Zealand,1,
243004,Colombia,1,
243021,Mexico,1,
243056,England,1,
243294,Belgium,1,
243345,Germany,1,
243464,United States,1,
243468,Colombia,1,
243603,Norway,1,
243767,Republic of Ireland,1,
243827,England,1,
243831,Serbia,1,
243866,Denmark,1,
243971,Germany,1,
244010,Spain,1,
244048,Dominican Republic,1,
244178,Germany,1,
244179,Germany,1,
244191,England,1,
244501,Poland,1,
244510,Germany,1,
244563,Scotland,1,
244567,United States,1,
244600,Netherlands,1,
244671,Austria,1,
244715,England,1,
244765,England,1,
244818,Sweden,1,
244929,England,1,
244942,Iceland,1,
245018,Sweden,1,
245067,Japan,1,
245150,Mexico,1,
245165,India,1,
245174,Scotland,1,
245276,Saudi Arabia,1,
245334,Portugal,1,
245453,France,1,
245628,Morocco,1,
245716,France,1,
245796,Congo DR,1,
245863,France,1,
245906,England,1,
246121,Scotland,1,
246123,Netherlands,1,
246195,New Zealand,1,
246233,France,1,
246278,Spain,1,
246353,Netherlands,1,
246399,Sweden,1,
246454,England,1,
246456,Kosovo,1,
246603,Portugal,1,
246604,United States,1,
246650,Germany,1,
246671,England,1,
246709,Denmark,1,
246752,France,1,
246821,Mexico,1,
246829,Japan,1,
246954,Norway,1,
247001,Republic of Ireland,1,
247042,Sweden,1,
247123,Germany,1,
247237,Germany,1,
247245,Czech Republic,1,
247286,Finland,1,
247309,United States,1,
247343,England,1,
247349,England,1,
247350,England,1,
247376,Norway,1,
247388,Poland,1,
247395,Republic of Ireland,1,
247405,Chile,1,
247409,Germany,1,
247426,United States,1,
247444,Chile,1,
247447,Finland,1,
247508,Turkey,1,
247638,United States,1,
247673,United Arab Emirates,1,
247734,South Africa,1,
247740,Colombia,1,
247748,Korea Republic,1,
247836,Australia,1,
247905,Romania,1,
247985,Romania,1,
248050,England,1,
248073,Romania,1,
248109,Colombia,1,
248114,Romania,1,
248118,Romania,1,
248145,Argentina,1,
248228,Spain,1,
248296,India,1,
248298,India,1,
248371,Australia,1,
248384,Bulgaria,1,
248445,Romania,1,
248477,France,1,
248482,Saudi Arabia,1,
248487,Korea Republic,1,
248488,Poland,1,
248559,France,1,
248662,France,1,
248674,Romania,1,
248852,Turkey,1,
250724,France,1,
250758,England,1,
250801,France,1,
250884,Spain,1,
250948,Germany,1,
250949,Poland,1,
251028,Ghana,1,
251054,Romania,1,
251167,France,1,
251176,Australia,1,
251192,France,1,
251201,Norway,1,
251264,England,1,
251312,Scotland,1,
251349,Belgium,1,
251352,Canada,1,
251417,Germany,1,
251427,England,1,
251539,Belgium,1,
251574,Turkey,1,
251603,Italy,1,
251628,Belgium,1,
251646,France,1,
251689,Germany,1,
251772,Venezuela,1,
251830,Netherlands,1,
251848,Romania,1,
251856,Germany,1,
251889,Republic of Ireland,1,
251895,Belgium,1,
251918,Venezuela,1,
251926,France,1,
252016,Germany,1,
252059,Ghana,1,
252098,Venezuela,1,
252148,Denmark,1,
252165,Belgium,1,
252241,France,1,
252255,Spain,1,
252260,Austria,1,
252301,France,1,
252302,France,1,
252421,Saudi Arabia,1,
252547,England,1,
252599,France,1,
252794,Spain,1,
252796,England,1,
252916,Spain,1,
252975,Mali,1,
253121,Senegal,1,
253161,England,1,
253179,Egypt,1,
253235,Paraguay,1,
253607,Venezuela,1,
253627,Bolivia,1,
253774,Venezuela,1,
253779,Venezuela,1,
253799,Venezuela,1,
253814,Venezuela,1,
253828,Venezuela,1,
253840,Venezuela,1,
253875,Venezuela,1,
253898,Venezuela,1,
253921,Venezuela,1,
253996,England,1,
254172,Ecuador,1,
254188,Peru,1,
254191,Bolivia,1,
254194,Bolivia,1,
254222,Argentina,1,
254246,United States,1,
254262,Belgium,1,
254303,Israel,1,
254315,England,1,
254396,Bolivia,1,
254469,Sweden,1,
254509,Japan,1,
254513,Finland,1,23.0
254646,Venezuela,1,
254694,Uruguay,1,
254702,Paraguay,1,
254722,Paraguay,1,
254776,Paraguay,1,
254838,England,1,
254851,England,1,
254905,United States,1,
254959,Argentina,1,
254989,Chile,1,
254992,Mexico,1,
255081,Slovakia,1,
255160,Korea Republic,1,
255176,Sweden,1,
255183,Japan,1,
255206,England,1,
255213,Netherlands,1,
255225,Japan,1,
255255,Portugal,1,
255305,England,1,
255339,Canada,1,
255374,Germany,1,
255394,Mexico,1,
255434,Paraguay,1,
255436,Paraguay,1,
255577,Spain,1,
255636,Greece,1,
255729,Peru,1,
255812,Ecuador,1,
255828,Japan,1,
255829,Japan,1,
256002,Ecuador,1,
256004,Ecuador,1,
256058,Spain,1,
256172,Austria,1,
256196,Ecuador,1,
256367,Iceland,1,
256442,England,1,
256510,Republic of Ireland,1,
256746,Denmark,1,
256801,France,1,
256819,Nigeria,1,
256832,Austria,1,
256853,Germany,1,
256889,France,1,
256931,Turkey,1,
257010,Japan,1,
257013,Japan,1,
257031,France,1,
257060,Germany,1,
257080,Austria,1,
257112,Comoros,1,
257171,France,1,
257194,Portugal,1,
257235,Algeria,1,
257237,Scotland,1,
257245,Wales,1,
257253,England,1,
257255,Germany,1,
257289,France,1,
257611,Belgium,1,
257707,Mexico,1,
257722,Romania,1,
257753,Romania,1,
257758,Romania,1,
257764,Italy,1,
257796,Romania,1,
257819,Romania,1,
257862,England,1,
257871,Spain,1,
257962,Netherlands,1,
258031,Germany,1,
258071,Argentina,1,
258102,South Africa,1,
258103,Argentina,1,
258184,Germany,1,
258230,France,1,
258284,Argentina,1,
258303,Poland,1,
258355,Norway,1,
258393,France,1,
258447,Mexico,1,
258456,Argentina,1,
258468,France,1,
258533,Iceland,1,
258627,England,1,
258642,Portugal,1,
258644,Montenegro,1,
258687,Serbia,1,
258751,Spain,1,
258787,Colombia,1,
258821,Austria,1,
258822,Austria,1,
258880,Japan,1,
258934,Spain,1,
258945,Croatia,1,
258976,Italy,1,
258983,Netherlands,1,
258988,Croatia,1,
259085,Mexico,1,
259096,England,1,
259114,Netherlands,1,
259153,Turkey,1,
259176,Saudi Arabia,1,
259178,Spain,1,
259193,Mali,1,
259194,Germany,1,
259204,Albania,1,
259255,Korea Republic,1,
259264,Germany,1,
259280,Canada,1,
259325,Brazil,1,
259419,Japan,1,
259528,Spain,1,
259531,Spain,1,
259534,France,1,
259563,Netherlands,1,
259579,Uruguay,1,
259600,Spain,1,
259620,Netherlands,1,
259634,Zimbabwe,1,
259695,Paraguay,1,
259780,Peru,1,
259810,Argentina,1,
259864,Venezuela,1,
259877,Venezuela,1,
259899,Argentina,1,
259907,Ecuador,1,
259919,Sweden,1,
259970,Uruguay,1,
260014,Germany,1,
260061,Venezuela,1,
260087,Venezuela,1,
260143,England,1,
260177,Ecuador,1,
260206,Japan,1,
260216,Japan,1,
260235,Mali,1,
260252,Spain,1,
260255,Venezuela,1,
260264,England,1,
260335,Venezuela,1,
260351,Japan,1,
260420,Mexico,1,
260433,Japan,1,
260436,Netherlands,1,
260442,Bolivia,1,
260508,Spain,1,
260527,Japan,1,
260561,Argentina,1,
260577,Belgium,1,
260648,Sweden,1,
260705,Argentina,1,
260723,England,1,
260728,Scotland,1,
260735,Venezuela,1,
260918,El Salvador,1,
260919,Japan,1,
260923,France,1,
260925,Germany,1,
260990,France,1,
261040,France,1,
261083,Argentina,1,
261133,England,1,
261167,United States,1,
261169,Turkey,1,
261265,England,1,
261299,England,1,
261323,Peru,1,
261334,Germany,1,
261349,Argentina,1,
261352,Argentina,1,
261380,Peru,1,
261452,Sweden,1,
261456,Norway,1,
261476,Venezuela,1,
261482,Venezuela,1,
261483,Venezuela,1,
261495,France,1,
261554,Bolivia,1,
261555,Bolivia,1,
261563,Peru,1,
261571,Paraguay,1,
261595,Morocco,1,
261690,Argentina,1,
261691,Argentina,1,
261765,Uruguay,1,
261971,Peru,1,
262057,Paraguay,1,
262062,Congo DR,1,
262082,France,1,
262098,Netherlands,1,
262154,France,1,
262168,Côte d'Ivoire,1,
262171,Italy,1,
262212,Germany,1,
262226,Sweden,1,
262254,Netherlands,1,
262268,Portugal,1,
262283,Argentina,1,
262284,Uruguay,1,
262287,Saudi Arabia,1,
262347,France,1,
262356,Tunisia,1,
262399,Netherlands,1,
262467,Romania,1,
262477,Romania,1,
262488,Spain,1,
262511,Spain,1,
262548,Germany,1,
262561,Greece,1,
262573,Cyprus,1,
262633,Germany,1,
262659,Germany,1,
262664,Germany,1,
262673,Switzerland,1,
262710,Belgium,1,
262751,Portugal,1,
262772,Germany,1,
262787,Germany,1,
262793,Austria,1,
262804,Poland,1,
262831,England,1,
262899,Germany,1,
262903,Germany,1,
262910,Germany,1,
262926,Germany,1,
262940,Greece,1,
262950,Germany,1,
263016,France,1,
263046,Austria,1,
263059,Portugal,1,
263081,Germany,1,
263132,Austria,1,
263135,Germany,1,
263149,England,1,
263154,Spain,1,
263158,Japan,1,
263170,Japan,1,
263177,Spain,1,
263178,Spain,1,
263190,France,1,
263234,Portugal,1,
263270,Germany,1,
263279,Germany,1,
263296,Argentina,1,
263311,Spain,1,
263319,Austria,1,
263323,Spain,1,
263337,United Arab Emirates,1,
263355,Germany,1,
263398,France,1,
263404,Germany,1,
263418,Argentina,1,
263435,Switzerland,1,
263448,France,1,
263449,Canada,1,
263480,Croatia,1,
263498,Argentina,1,
263500,Argentina,1,
263550,Italy,1,
263551,England,1,
263570,Spain,1,
263571,Republic of Ireland,1,
263574,Portugal,1,
263594,Poland,1,
263604,France,1,
263628,United States,1,
263631,Mexico,1,
263663,Mexico,1,
263718,Argentina,1,
263724,Turkey,1,
263732,Brazil,1,
263760,Wales,1,
263921,Turkey,1,
263965,Mexico,1,
263973,Portugal,1,
264026,France,1,
264035,England,1,
264048,Colombia,1,
264066,Turkey,1,
264085,Slovenia,1,
264088,Norway,1,
264096,Spain,1,
264104,England,1,
264128,Spain,1,
264132,Spain,1,
264147,Argentina,1,
264160,Spain,1,
264219,Netherlands,1,
264221,Netherlands,1,
264238,Spain,1,
264249,Netherlands,1,
264265,Netherlands,1,
264290,Brazil,1,
264324,Brazil,1,
264349,England,1,
264401,Côte d'Ivoire,1,
264452,Netherlands,1,
264476,Spain,1,
264482,Hungary,1,
264502,France,1,
264524,Colombia,1,
264531,Bolivia,1,
264535,Colombia,1,
264546,Venezuela,1,
264589,Germany,1,
264629,Venezuela,1,
139475,England,1,
139476,England,1,
149825,Republic of Ireland,1,
152523,England,1,
158305,China PR,1,
162899,England,1,
165441,England,1,
