sofifa_id,work_rate,overall,potential,pace,shooting,passing,dribbling,defending,physic,defending_sliding_tackle,skill_moves,weak_foot_points
264275,Medium/Medium,57,74,65.0,26.0,47.0,48.0,57.0,61.0,64,2,2
264398,Medium/Medium,57,72,63.0,49.0,54.0,57.0,57.0,61.0,56,2,4
264410,Low/High,57,71,68.0,46.0,55.0,55.0,53.0,57.0,58,2,3
264470,Medium/Medium,57,69,65.0,56.0,46.0,57.0,21.0,50.0,13,2,3
264508,Medium/Medium,57,70,61.0,27.0,41.0,44.0,56.0,66.0,53,2,3
264536,High/Medium,57,72,70.0,53.0,53.0,57.0,39.0,56.0,44,3,2
264537,Medium/Medium,57,70,70.0,52.0,55.0,58.0,50.0,56.0,44,3,3
264538,Medium/High,57,74,61.0,33.0,47.0,47.0,56.0,61.0,56,2,3
264552,Medium/Medium,57,69,67.0,51.0,56.0,57.0,52.0,58.0,50,3,3
264553,Medium/Medium,57,72,,,,,,,15,1,3
264563,Medium/Medium,57,72,62.0,26.0,43.0,33.0,58.0,61.0,55,2,2
264570,Medium/Medium,57,74,69.0,56.0,53.0,59.0,40.0,55.0,45,3,3
264573,Medium/Medium,57,71,64.0,59.0,48.0,59.0,36.0,49.0,33,3,3
264574,Medium/Medium,57,77,69.0,43.0,45.0,56.0,54.0,57.0,55,3,3
264588,Medium/Medium,57,76,,,,,,,12,1,2
102881,Medium/Medium,56,56,,,,,,,10,1,2
166713,Medium/Medium,56,56,,,,,,,16,1,2
182037,Medium/Medium,56,56,40.0,57.0,62.0,55.0,44.0,51.0,40,2,4
183031,Medium/Medium,56,56,,,,,,,18,1,2
194791,High/Low,56,56,72.0,54.0,54.0,60.0,28.0,61.0,22,3,3
198469,Medium/Medium,56,56,50.0,50.0,56.0,56.0,54.0,58.0,54,2,3
203023,High/Medium,56,56,49.0,35.0,52.0,53.0,55.0,73.0,53,2,4
212719,Medium/Medium,56,61,,,,,,,13,1,3
213535,Medium/Medium,56,56,,,,,,,15,1,1
213923,Medium/Medium,56,59,73.0,49.0,55.0,58.0,33.0,51.0,33,2,3
216214,Medium/High,56,57,64.0,27.0,41.0,49.0,53.0,58.0,56,2,3
217231,Medium/Medium,56,56,,,,,,,19,1,2
219936,Medium/Medium,56,56,,,,,,,18,1,3
221815,Medium/Medium,56,56,81.0,55.0,39.0,61.0,19.0,43.0,13,2,3
222014,Medium/Medium,56,56,65.0,40.0,50.0,53.0,55.0,65.0,55,2,3
222192,Medium/High,56,57,76.0,44.0,52.0,56.0,46.0,61.0,44,2,3
224550,Medium/Medium,56,60,64.0,27.0,33.0,49.0,56.0,67.0,52,2,2
224620,Medium/Medium,56,56,71.0,53.0,55.0,58.0,57.0,61.0,54,2,3
226296,Medium/High,56,57,64.0,50.0,55.0,57.0,57.0,61.0,50,2,2
226450,Medium/Medium,56,61,,,,,,,19,1,2
228253,Medium/Medium,56,59,,,,,,,16,1,3
228784,Low/Medium,56,63,68.0,26.0,41.0,46.0,55.0,62.0,57,2,3
229206,Medium/Medium,56,62,56.0,34.0,50.0,54.0,55.0,61.0,55,2,3
229931,Medium/Medium,56,64,52.0,58.0,43.0,55.0,28.0,57.0,12,2,3
231172,Medium/Medium,56,63,,,,,,,11,1,2
231682,Medium/Medium,56,63,,,,,,,14,1,2
232149,Medium/Medium,56,62,,,,,,,15,1,1
233525,Medium/Medium,56,64,59.0,41.0,50.0,48.0,53.0,68.0,50,2,3
233770,High/Medium,56,63,61.0,49.0,56.0,55.0,47.0,61.0,46,2,3
233945,Medium/Medium,56,60,63.0,47.0,49.0,54.0,53.0,67.0,51,2,3
234571,High/Medium,56,65,72.0,51.0,46.0,58.0,27.0,59.0,24,3,2
234796,Medium/Medium,56,62,,,,,,,11,1,2
234978,Medium/Medium,56,65,69.0,49.0,58.0,62.0,40.0,42.0,34,2,3
238076,Medium/Medium,56,58,,,,,,,19,1,2
238205,Medium/Medium,56,56,48.0,26.0,33.0,42.0,55.0,64.0,57,2,3
238250,Medium/Medium,56,57,52.0,23.0,29.0,28.0,58.0,62.0,62,2,2
238487,High/Medium,56,67,75.0,51.0,46.0,58.0,20.0,62.0,18,2,3
239444,Medium/Medium,56,62,66.0,53.0,56.0,64.0,41.0,46.0,31,2,3
239510,Medium/Medium,56,61,,,,,,,15,1,3
239607,Medium/Medium,56,62,71.0,54.0,54.0,58.0,51.0,66.0,47,2,4
239798,Medium/Medium,56,66,,,,,,,15,1,3
239811,Medium/Medium,56,65,,,,,,,11,1,2
240769,Medium/Medium,56,66,72.0,57.0,48.0,60.0,26.0,44.0,20,3,3
240838,Medium/Medium,56,70,,,,,,,11,1,2
240890,High/High,56,63,62.0,42.0,55.0,59.0,51.0,54.0,53,2,3
240927,Medium/Medium,56,66,80.0,56.0,50.0,60.0,39.0,43.0,37,2,3
241342,Medium/Medium,56,56,72.0,52.0,46.0,58.0,24.0,51.0,20,2,3
241360,Medium/Medium,56,65,83.0,44.0,48.0,57.0,39.0,50.0,40,3,2
241418,High/Medium,56,62,63.0,45.0,59.0,55.0,57.0,61.0,54,2,3
241454,Medium/Medium,56,69,75.0,54.0,49.0,57.0,33.0,39.0,27,2,3
242245,Medium/Medium,56,62,70.0,47.0,49.0,61.0,39.0,55.0,25,3,2
242246,Medium/Low,56,65,66.0,46.0,49.0,62.0,35.0,41.0,19,3,3
242558,Medium/Medium,56,65,80.0,52.0,45.0,61.0,18.0,46.0,12,2,2
242682,High/High,56,66,80.0,51.0,47.0,57.0,40.0,50.0,33,2,2
242700,Medium/Medium,56,56,72.0,28.0,35.0,49.0,57.0,49.0,59,2,2
242994,Medium/Low,56,69,61.0,49.0,57.0,62.0,50.0,61.0,57,2,2
243025,Medium/Medium,56,71,57.0,24.0,36.0,37.0,55.0,69.0,56,2,2
243102,Low/High,56,69,66.0,37.0,48.0,50.0,52.0,60.0,47,2,2
243127,Medium/Medium,56,62,63.0,55.0,54.0,58.0,42.0,56.0,38,2,3
243188,Medium/Medium,56,68,72.0,54.0,43.0,61.0,24.0,47.0,22,2,3
243373,Medium/Medium,56,66,,,,,,,13,1,3
243387,Medium/Medium,56,71,,,,,,,8,1,1
243546,Medium/Medium,56,67,69.0,52.0,52.0,58.0,50.0,54.0,49,2,2
243582,Medium/Medium,56,63,56.0,57.0,54.0,58.0,53.0,60.0,52,2,3
243667,Medium/Medium,56,69,71.0,59.0,35.0,56.0,23.0,56.0,11,2,3
243696,Medium/Medium,56,69,74.0,51.0,51.0,57.0,33.0,54.0,30,3,2
243728,Medium/Medium,56,71,73.0,45.0,55.0,56.0,28.0,42.0,36,3,4
243730,Medium/Medium,56,63,74.0,49.0,53.0,61.0,50.0,46.0,47,2,3
243890,Medium/Medium,56,66,72.0,38.0,48.0,55.0,52.0,52.0,52,2,3
244056,Medium/Medium,56,71,66.0,28.0,38.0,39.0,56.0,60.0,57,2,3
244129,Medium/Medium,56,67,56.0,21.0,37.0,45.0,57.0,61.0,57,2,2
244279,Medium/Medium,56,62,67.0,57.0,54.0,58.0,37.0,50.0,39,2,5
244294,Medium/Medium,56,66,62.0,50.0,56.0,59.0,52.0,54.0,51,3,3
244306,Medium/Medium,56,67,67.0,27.0,33.0,38.0,55.0,66.0,55,2,2
244425,Medium/Medium,56,67,53.0,46.0,55.0,57.0,54.0,53.0,49,2,3
244828,Medium/Medium,56,61,,,,,,,11,1,2
245034,Medium/Medium,56,65,72.0,42.0,50.0,56.0,33.0,51.0,32,3,3
245043,Medium/Low,56,71,75.0,49.0,47.0,58.0,23.0,50.0,11,2,3
246129,Medium/High,56,72,66.0,51.0,57.0,59.0,49.0,56.0,49,3,3
246333,Medium/Medium,56,70,69.0,58.0,43.0,55.0,19.0,47.0,17,2,3
246681,Medium/Medium,56,71,66.0,49.0,53.0,59.0,46.0,59.0,46,2,3
246693,Medium/Low,56,65,69.0,54.0,48.0,57.0,25.0,51.0,21,2,3
247000,Medium/Medium,56,61,66.0,51.0,54.0,55.0,30.0,50.0,33,3,3
247033,Medium/Medium,56,66,,,,,,,10,1,3
247448,Medium/Medium,56,59,,,,,,,10,1,1
247627,High/Low,56,56,82.0,55.0,47.0,56.0,29.0,66.0,25,2,4
247687,Low/Medium,56,59,59.0,21.0,29.0,28.0,56.0,71.0,55,2,3
247821,Medium/Medium,56,72,63.0,49.0,54.0,57.0,46.0,54.0,48,3,3
247898,Medium/Low,56,64,69.0,51.0,51.0,58.0,34.0,46.0,35,2,3
248274,Medium/Medium,56,64,72.0,27.0,41.0,50.0,53.0,67.0,48,2,3
248294,High/Medium,56,63,72.0,42.0,45.0,54.0,49.0,55.0,53,2,2
248307,High/Medium,56,65,73.0,42.0,49.0,59.0,30.0,54.0,31,2,3
248313,Medium/Medium,56,56,55.0,25.0,32.0,42.0,54.0,73.0,56,2,2
248380,High/Medium,56,65,69.0,44.0,57.0,60.0,43.0,53.0,40,2,3
248469,Medium/Medium,56,75,62.0,28.0,39.0,45.0,55.0,63.0,56,2,2
248473,Medium/Medium,56,73,60.0,33.0,49.0,50.0,55.0,67.0,57,2,3
248597,Medium/Medium,56,66,,,,,,,11,1,3
248711,Medium/Medium,56,75,57.0,31.0,35.0,37.0,58.0,62.0,55,2,2
248735,Medium/Medium,56,63,,,,,,,14,1,1
248770,Medium/Medium,56,70,60.0,33.0,47.0,51.0,54.0,61.0,57,2,3
248856,Medium/Medium,56,72,57.0,58.0,54.0,55.0,50.0,52.0,52,2,4
250925,Medium/Medium,56,66,,,,,,,15,1,3
250958,Medium/Medium,56,65,70.0,47.0,51.0,61.0,30.0,55.0,33,2,3
251001,High/Medium,56,68,63.0,52.0,55.0,53.0,45.0,61.0,43,2,3
251124,Low/Medium,56,71,53.0,39.0,53.0,61.0,54.0,45.0,63,2,3
251218,Medium/Medium,56,63,,,,,,,12,1,2
251371,Medium/Medium,56,63,69.0,46.0,55.0,55.0,53.0,43.0,56,2,3
251660,Medium/Medium,56,56,60.0,34.0,57.0,58.0,54.0,59.0,54,2,3
251836,Medium/Medium,56,66,67.0,29.0,40.0,51.0,53.0,64.0,55,2,2
251980,Medium/Medium,56,71,70.0,55.0,47.0,56.0,21.0,50.0,25,2,3
252011,Medium/Medium,56,70,67.0,47.0,55.0,62.0,49.0,62.0,51,2,3
252167,Medium/Low,56,64,60.0,56.0,42.0,55.0,16.0,62.0,13,2,2
252220,Medium/Medium,56,67,68.0,49.0,52.0,55.0,25.0,44.0,31,2,2
252257,Medium/Medium,56,66,,,,,,,10,1,2
252480,Medium/Medium,56,72,76.0,49.0,52.0,55.0,32.0,41.0,33,3,3
252550,Medium/Medium,56,70,80.0,54.0,46.0,57.0,20.0,54.0,19,2,3
252748,High/Low,56,70,72.0,53.0,49.0,58.0,30.0,61.0,31,3,3
252835,Medium/Medium,56,68,68.0,24.0,40.0,46.0,54.0,65.0,52,2,2
252906,Medium/Medium,56,66,63.0,30.0,44.0,51.0,52.0,63.0,54,2,2
252970,Medium/Medium,56,69,63.0,48.0,53.0,60.0,41.0,41.0,42,2,3
253031,Medium/Medium,56,57,72.0,34.0,51.0,53.0,51.0,69.0,52,2,2
253041,Medium/Medium,56,65,66.0,41.0,56.0,53.0,48.0,51.0,55,2,2
253106,Medium/Medium,56,74,78.0,29.0,42.0,52.0,51.0,52.0,51,2,3
253371,Medium/Medium,56,65,,,,,,,13,1,4
253374,Medium/Medium,56,69,67.0,46.0,54.0,55.0,54.0,62.0,55,2,3
253387,Medium/Medium,56,62,65.0,26.0,37.0,38.0,55.0,68.0,55,2,3
253401,Medium/Medium,56,67,63.0,29.0,44.0,54.0,52.0,71.0,50,2,2
253476,Low/Medium,56,66,69.0,37.0,47.0,52.0,54.0,70.0,55,2,3
253496,Medium/Medium,56,72,68.0,53.0,47.0,53.0,36.0,67.0,28,2,3
253508,Medium/Medium,56,70,62.0,38.0,47.0,54.0,55.0,70.0,54,2,3
253672,Medium/Medium,56,65,,,,,,,13,1,2
253726,Medium/High,56,63,72.0,26.0,40.0,51.0,53.0,58.0,56,2,3
253736,Medium/Medium,56,73,69.0,44.0,56.0,60.0,48.0,45.0,49,2,3
253758,Medium/Medium,56,71,65.0,39.0,49.0,51.0,55.0,59.0,56,2,2
253760,Medium/Medium,56,60,62.0,32.0,46.0,54.0,53.0,54.0,56,2,2
253801,Medium/Medium,56,67,64.0,33.0,49.0,48.0,52.0,69.0,43,2,2
253972,Medium/Medium,56,70,72.0,55.0,38.0,56.0,18.0,53.0,11,2,2
254122,Medium/Medium,56,71,,,,,,,10,1,3
254276,Medium/Medium,56,72,,,,,,,13,1,3
254324,High/Low,56,71,70.0,58.0,46.0,59.0,23.0,47.0,23,2,3
254467,Medium/Medium,56,67,61.0,23.0,37.0,35.0,56.0,54.0,60,2,3
254503,Medium/Low,56,75,69.0,50.0,47.0,64.0,28.0,42.0,28,3,3
254522,Medium/Medium,56,70,54.0,24.0,30.0,35.0,56.0,59.0,58,2,3
254574,Medium/Medium,56,72,54.0,22.0,35.0,38.0,53.0,72.0,53,2,4
254658,Medium/Medium,56,69,68.0,64.0,51.0,57.0,28.0,38.0,33,2,3
255014,Medium/Medium,56,62,,,,,,,13,1,2
255130,High/Medium,56,65,57.0,56.0,46.0,52.0,49.0,60.0,58,2,3
255159,Medium/Medium,56,63,,,,,,,12,1,2
255209,Medium/Medium,56,66,64.0,41.0,44.0,61.0,52.0,53.0,55,2,2
255337,Medium/Medium,56,72,63.0,41.0,56.0,50.0,52.0,54.0,52,3,3
255347,Medium/Medium,56,63,61.0,41.0,54.0,47.0,52.0,62.0,53,2,3
255559,Medium/Medium,56,66,66.0,55.0,48.0,59.0,17.0,51.0,13,2,2
255658,Medium/Medium,56,59,66.0,49.0,51.0,59.0,29.0,45.0,30,2,3
255671,Medium/Medium,56,70,66.0,47.0,48.0,57.0,41.0,51.0,38,2,3
255756,Medium/High,56,70,68.0,38.0,47.0,55.0,54.0,66.0,52,2,3
255817,High/Medium,56,68,66.0,37.0,48.0,51.0,50.0,55.0,48,2,3
255824,Medium/Medium,56,69,51.0,24.0,34.0,32.0,56.0,69.0,55,2,3
255843,Medium/Medium,56,70,77.0,42.0,50.0,58.0,50.0,65.0,54,2,3
255846,Medium/Medium,56,66,61.0,40.0,56.0,57.0,34.0,55.0,40,2,3
256135,Medium/Medium,56,63,65.0,25.0,37.0,41.0,54.0,69.0,56,2,3
256234,Medium/Medium,56,72,,,,,,,13,1,2
256263,Medium/Medium,56,73,61.0,48.0,57.0,54.0,49.0,55.0,60,2,3
256396,Medium/Medium,56,70,67.0,23.0,39.0,47.0,55.0,61.0,54,2,3
256417,High/High,56,63,59.0,41.0,54.0,53.0,43.0,59.0,43,2,3
256513,Medium/Medium,56,69,61.0,43.0,53.0,60.0,53.0,56.0,53,2,3
256534,Medium/Medium,56,76,61.0,21.0,36.0,34.0,57.0,59.0,60,2,3
256713,Medium/Medium,56,75,68.0,47.0,55.0,59.0,33.0,49.0,33,3,2
256861,Medium/Medium,56,69,74.0,49.0,49.0,61.0,23.0,33.0,18,2,2
256939,Medium/Medium,56,69,68.0,32.0,51.0,54.0,48.0,54.0,57,2,3
256951,Medium/Medium,56,59,75.0,56.0,46.0,57.0,30.0,52.0,32,2,3
257019,Medium/Medium,56,69,65.0,33.0,42.0,49.0,56.0,53.0,58,2,2
257193,Medium/Medium,56,70,70.0,59.0,53.0,62.0,23.0,44.0,21,3,3
257261,Medium/Medium,56,69,63.0,36.0,50.0,55.0,53.0,61.0,50,2,2
257367,High/Medium,56,68,77.0,49.0,51.0,59.0,29.0,46.0,36,3,2
257427,Medium/Medium,56,61,62.0,47.0,56.0,53.0,54.0,57.0,50,2,3
257428,High/Low,56,76,70.0,52.0,54.0,61.0,27.0,37.0,23,2,3
257508,Medium/Medium,56,75,64.0,29.0,44.0,41.0,54.0,64.0,55,2,3
257517,Medium/Medium,56,74,,,,,,,14,1,2
257554,Medium/Low,56,69,82.0,58.0,43.0,59.0,25.0,51.0,24,2,3
257869,High/Medium,56,64,65.0,57.0,37.0,55.0,21.0,49.0,14,2,3
257932,High/High,56,68,77.0,47.0,47.0,59.0,27.0,44.0,21,2,3
257944,Medium/Medium,56,67,66.0,53.0,45.0,55.0,20.0,69.0,17,2,2
258001,High/Medium,56,74,71.0,28.0,44.0,55.0,48.0,57.0,50,2,3
258018,High/Medium,56,70,65.0,51.0,54.0,57.0,48.0,60.0,51,2,3
258050,Medium/High,56,68,64.0,31.0,44.0,54.0,56.0,61.0,61,2,3
258056,Medium/Medium,56,74,,,,,,,12,1,3
258167,Medium/Medium,56,73,64.0,30.0,42.0,51.0,55.0,61.0,56,2,2
258297,Medium/Medium,56,72,70.0,60.0,43.0,60.0,23.0,38.0,20,2,2
258302,Medium/High,56,71,63.0,38.0,51.0,55.0,56.0,57.0,58,2,2
258364,High/Low,56,71,70.0,43.0,51.0,58.0,22.0,39.0,39,2,3
258410,Medium/Medium,56,59,67.0,31.0,42.0,50.0,54.0,66.0,58,2,3
258421,Medium/Medium,56,72,76.0,32.0,40.0,54.0,51.0,59.0,50,2,3
258606,High/Medium,56,66,79.0,27.0,44.0,49.0,49.0,50.0,52,2,2
258668,Medium/Medium,56,71,73.0,53.0,38.0,53.0,20.0,63.0,15,2,3
258688,Medium/Medium,56,64,,,,,,,13,1,2
258696,Medium/Medium,56,56,67.0,53.0,53.0,61.0,24.0,40.0,20,2,3
258721,Medium/Medium,56,70,59.0,49.0,54.0,63.0,32.0,40.0,36,2,3
258745,Medium/Medium,56,68,61.0,45.0,59.0,56.0,56.0,52.0,66,2,2
258873,Medium/High,56,64,64.0,46.0,53.0,55.0,54.0,68.0,58,2,3
259078,Medium/Medium,56,74,64.0,43.0,52.0,59.0,52.0,52.0,50,2,2
259168,Medium/Medium,56,68,,,,,,,12,1,2
259250,Medium/Medium,56,73,67.0,51.0,54.0,58.0,50.0,52.0,48,3,3
259266,High/Medium,56,70,67.0,40.0,54.0,62.0,49.0,55.0,48,2,4
259288,Medium/Medium,56,67,77.0,55.0,42.0,62.0,20.0,50.0,14,2,3
259399,Medium/Medium,56,70,75.0,51.0,41.0,57.0,19.0,56.0,15,2,3
259508,Medium/Medium,56,62,71.0,54.0,50.0,58.0,24.0,44.0,20,3,3
259549,Medium/Medium,56,71,,,,,,,15,1,2
259577,Medium/Medium,56,64,59.0,45.0,56.0,56.0,49.0,53.0,55,2,3
259619,Medium/Medium,56,72,62.0,57.0,47.0,60.0,23.0,54.0,15,2,3
259645,Low/High,56,58,67.0,40.0,48.0,51.0,54.0,71.0,55,2,3
259678,Medium/Medium,56,74,,,,,,,22,1,3
259723,Medium/Medium,56,68,62.0,24.0,40.0,44.0,55.0,66.0,56,2,3
259753,Medium/Medium,56,80,64.0,54.0,50.0,61.0,31.0,34.0,27,2,4
259792,Medium/Medium,56,67,65.0,47.0,51.0,53.0,51.0,52.0,49,3,3
259870,Medium/Medium,56,67,72.0,52.0,51.0,57.0,32.0,47.0,23,2,3
259924,Medium/Medium,56,71,76.0,48.0,50.0,61.0,27.0,40.0,19,2,3
259988,Medium/Medium,56,61,,,,,,,11,1,3
259989,Medium/Medium,56,65,66.0,30.0,49.0,56.0,49.0,56.0,53,2,3
260228,Medium/Medium,56,71,78.0,55.0,48.0,59.0,18.0,47.0,19,2,3
260272,Medium/Medium,56,75,68.0,49.0,57.0,61.0,39.0,52.0,39,2,2
260350,Medium/Medium,56,70,,,,,,,11,1,2
260383,Medium/Medium,56,68,63.0,31.0,42.0,48.0,54.0,63.0,56,2,3
260395,Medium/Medium,56,64,61.0,41.0,53.0,59.0,54.0,66.0,50,2,3
260484,Medium/Medium,56,70,68.0,56.0,46.0,56.0,16.0,44.0,16,2,3
260486,Medium/Medium,56,73,58.0,48.0,48.0,54.0,54.0,53.0,56,2,3
260496,Medium/Medium,56,57,68.0,54.0,45.0,59.0,24.0,63.0,21,3,3
260507,Medium/Medium,56,58,65.0,56.0,54.0,59.0,54.0,67.0,56,2,3
260584,Medium/Medium,56,71,57.0,33.0,51.0,46.0,57.0,60.0,56,2,2
260710,Medium/Low,56,66,62.0,29.0,43.0,47.0,54.0,52.0,57,2,3
260743,Medium/Medium,56,74,,,,,,,13,1,3
260802,Medium/Medium,56,62,55.0,30.0,47.0,50.0,53.0,62.0,54,2,3
260805,Medium/Medium,56,65,74.0,54.0,40.0,57.0,21.0,52.0,17,3,5
260829,Medium/Medium,56,62,,,,,,,11,1,2
260845,Medium/Medium,56,72,58.0,29.0,41.0,42.0,54.0,67.0,56,2,3
260847,Medium/Medium,56,63,,,,,,,11,1,3
260855,Medium/Medium,56,72,70.0,48.0,53.0,63.0,29.0,39.0,31,3,4
260859,Medium/Medium,56,70,73.0,31.0,44.0,48.0,52.0,64.0,56,2,3
260881,Medium/Medium,56,61,61.0,47.0,51.0,53.0,51.0,63.0,49,2,3
260913,Medium/Medium,56,71,,,,,,,13,1,2
260979,Medium/Medium,56,75,62.0,36.0,50.0,52.0,53.0,58.0,58,2,2
261001,Medium/Medium,56,67,66.0,50.0,54.0,55.0,36.0,55.0,33,2,2
261027,Medium/Medium,56,59,,,,,,,13,1,3
261029,High/Medium,56,61,59.0,22.0,34.0,44.0,56.0,68.0,57,2,2
261114,Medium/Medium,56,65,66.0,55.0,40.0,54.0,24.0,56.0,11,2,3
261158,Medium/Medium,56,77,65.0,30.0,37.0,38.0,55.0,65.0,52,2,3
261209,Medium/High,56,77,73.0,26.0,40.0,47.0,53.0,54.0,56,2,3
261276,Medium/Medium,56,70,75.0,50.0,48.0,58.0,35.0,55.0,33,2,4
261288,Medium/Medium,56,64,63.0,46.0,53.0,58.0,53.0,61.0,52,2,3
261298,Medium/High,56,62,69.0,51.0,59.0,52.0,51.0,68.0,52,2,2
261300,Medium/Medium,56,64,52.0,43.0,50.0,48.0,51.0,73.0,50,2,3
261315,Medium/Medium,56,66,69.0,36.0,52.0,57.0,40.0,55.0,43,2,2
261331,High/Medium,56,73,69.0,25.0,35.0,54.0,56.0,48.0,55,2,3
261344,Medium/Medium,56,72,,,,,,,13,1,2
261407,Medium/Medium,56,76,,,,,,,11,1,2
261410,Medium/Medium,56,73,63.0,50.0,55.0,58.0,51.0,49.0,53,2,3
261454,Medium/Medium,56,65,54.0,58.0,41.0,54.0,18.0,51.0,11,2,2
261471,Medium/Medium,56,71,73.0,47.0,48.0,54.0,50.0,55.0,50,2,2
261477,Medium/Medium,56,68,58.0,25.0,41.0,39.0,56.0,51.0,60,2,3
261487,Medium/Medium,56,67,71.0,55.0,46.0,55.0,25.0,48.0,20,2,2
261490,High/Medium,56,77,57.0,55.0,45.0,54.0,19.0,66.0,12,2,3
261509,Low/High,56,78,58.0,32.0,33.0,33.0,57.0,65.0,55,2,3
261525,Low/High,56,76,60.0,31.0,38.0,43.0,55.0,66.0,60,2,3
261526,Low/High,56,76,61.0,27.0,39.0,43.0,56.0,63.0,60,2,3
261574,Medium/Medium,56,72,65.0,42.0,54.0,61.0,50.0,52.0,52,2,3
261612,Medium/Medium,56,65,68.0,49.0,54.0,63.0,34.0,43.0,32,3,3
261656,Medium/Medium,56,58,,,,,,,19,1,2
261679,Medium/Medium,56,74,,,,,,,14,1,2
261693,Medium/Medium,56,68,57.0,31.0,37.0,37.0,56.0,63.0,57,2,3
261698,High/Medium,56,70,59.0,57.0,41.0,51.0,23.0,62.0,15,2,3
261700,High/Medium,56,64,59.0,48.0,42.0,44.0,54.0,58.0,50,4,3
261775,Medium/Medium,56,67,67.0,37.0,46.0,54.0,52.0,60.0,57,2,3
261867,Medium/Medium,56,62,,,,,,,14,1,2
261994,High/Medium,56,63,69.0,58.0,36.0,53.0,18.0,52.0,10,2,2
262002,High/Low,56,78,69.0,55.0,49.0,63.0,27.0,42.0,33,3,3
262045,Medium/Medium,56,76,58.0,32.0,43.0,54.0,55.0,48.0,67,2,2
262080,Medium/Medium,56,65,,,,,,,15,1,3
262101,Medium/Medium,56,69,55.0,58.0,40.0,58.0,22.0,43.0,19,2,3
262179,Medium/Medium,56,68,73.0,59.0,47.0,59.0,24.0,49.0,30,2,3
262206,Medium/Medium,56,70,66.0,45.0,52.0,56.0,50.0,63.0,49,2,3
262223,Medium/Medium,56,69,73.0,31.0,45.0,50.0,52.0,52.0,54,2,3
262246,Medium/Medium,56,67,74.0,50.0,46.0,60.0,25.0,48.0,33,2,3
262266,Medium/Medium,56,67,,,,,,,11,1,1
262342,Low/Medium,56,65,50.0,27.0,49.0,41.0,56.0,63.0,62,2,2
262354,Medium/Medium,56,61,63.0,39.0,50.0,61.0,53.0,47.0,54,2,2
262364,Medium/Medium,56,60,52.0,25.0,35.0,38.0,55.0,70.0,54,2,3
262371,Medium/Low,56,56,50.0,56.0,39.0,53.0,23.0,63.0,16,2,3
262420,Medium/Medium,56,75,,,,,,,13,1,2
262444,Medium/Medium,56,62,69.0,48.0,55.0,56.0,25.0,49.0,27,2,2
262530,Medium/Medium,56,63,,,,,,,13,1,2
262606,Medium/Medium,56,67,61.0,47.0,59.0,58.0,41.0,48.0,45,2,2
262668,Medium/Medium,56,70,62.0,20.0,35.0,42.0,56.0,62.0,60,2,3
262697,Medium/Medium,56,70,64.0,51.0,56.0,58.0,30.0,46.0,35,2,3
262719,Medium/Medium,56,64,69.0,53.0,53.0,58.0,44.0,51.0,40,3,3
262722,Medium/Medium,56,66,58.0,25.0,36.0,36.0,53.0,69.0,52,2,3
262830,Medium/Medium,56,63,,,,,,,11,1,2
262921,Medium/Medium,56,69,68.0,53.0,50.0,61.0,22.0,43.0,21,2,3
262939,Medium/Medium,56,72,,,,,,,11,1,3
262941,High/Medium,56,71,72.0,53.0,52.0,63.0,48.0,57.0,51,3,3
263023,Medium/Medium,56,69,,,,,,,12,1,2
263024,Medium/Medium,56,69,71.0,28.0,47.0,52.0,53.0,56.0,54,2,3
263025,Medium/Medium,56,69,67.0,55.0,46.0,59.0,31.0,53.0,29,2,3
263033,Medium/Medium,56,69,,,,,,,11,1,2
263076,Medium/Medium,56,71,62.0,41.0,56.0,56.0,45.0,56.0,48,2,3
263095,Medium/Medium,56,63,74.0,59.0,36.0,55.0,19.0,40.0,11,3,3
263142,Medium/Medium,56,64,59.0,50.0,53.0,57.0,38.0,36.0,31,2,2
263160,Medium/Medium,56,58,59.0,32.0,51.0,55.0,55.0,58.0,52,2,3
263315,Medium/Medium,56,71,,,,,,,12,1,3
263334,Medium/Medium,56,67,64.0,60.0,42.0,53.0,21.0,45.0,17,2,3
263351,High/Medium,56,64,67.0,33.0,46.0,54.0,52.0,50.0,55,2,2
263356,Medium/Medium,56,72,66.0,48.0,51.0,59.0,39.0,52.0,37,2,3
263357,Medium/Medium,56,69,63.0,25.0,43.0,51.0,55.0,58.0,54,2,3
263381,High/Low,56,75,75.0,56.0,42.0,56.0,23.0,49.0,19,2,3
263382,High/Medium,56,76,66.0,46.0,50.0,64.0,33.0,52.0,35,2,3
263392,Medium/Medium,56,65,67.0,47.0,55.0,52.0,46.0,52.0,51,2,4
263402,Medium/Medium,56,66,,,,,,,14,1,3
263419,Medium/Medium,56,66,71.0,55.0,44.0,61.0,29.0,45.0,35,2,3
263426,Medium/Medium,56,71,68.0,46.0,56.0,60.0,42.0,47.0,46,2,3
263445,Medium/Medium,56,66,59.0,55.0,38.0,55.0,19.0,59.0,13,2,5
263460,Medium/Medium,56,67,61.0,29.0,46.0,39.0,60.0,51.0,62,2,2
263461,Medium/Medium,56,65,49.0,30.0,45.0,46.0,60.0,44.0,60,2,2
263463,Medium/Medium,56,66,68.0,57.0,41.0,52.0,22.0,56.0,18,2,5
263476,Medium/Medium,56,65,50.0,26.0,36.0,33.0,57.0,62.0,59,2,3
263569,Medium/Medium,56,66,,,,,,,10,1,2
263580,Medium/Medium,56,71,79.0,55.0,47.0,60.0,24.0,52.0,21,2,3
