sofifa_id,preferred_foot,body_type,age,height_cm,weight_kg
253828,Right,Lean (170-185),23,179,72
253840,Right,Normal (170-185),27,184,80
253875,Right,Normal (170-185),32,176,74
253898,Right,Lean (170-),20,169,60
253921,Right,Normal (170-185),25,180,65
253996,Right,Normal (185+),20,187,74
254172,Right,Lean (185+),22,190,78
254188,Right,Normal (170-),21,164,68
254191,Right,Normal (185+),36,186,80
254194,Left,Normal (185+),29,185,73
254222,Left,Lean (170-185),23,180,70
254246,Right,Lean (170-185),18,178,73
254262,Right,Lean (185+),17,191,83
254303,Right,Normal (170-185),21,172,69
254315,Right,Lean (185+),20,188,73
254396,Right,Normal (170-185),23,184,88
254469,Right,Lean (170-185),26,176,73
254509,Right,Normal (185+),23,185,80
254513,Right,Normal (185+),26,191,81
254646,Right,Normal (170-185),22,172,70
254694,Right,Normal (170-185),22,178,72
254702,Right,Normal (185+),24,186,80
254722,Right,Lean (170-185),22,173,70
254776,Right,Lean (170-185),23,173,67
254838,Right,Stocky (185+),21,188,79
254851,Right,Lean (170-185),19,184,70
254905,Left,Normal (170-185),20,175,65
254959,Right,Normal (170-185),22,179,66
254989,Right,Normal (170-185),23,182,77
254992,Right,Lean (170-185),19,178,64
255081,Right,Normal (170-185),25,179,76
255160,Left,Normal (170-185),21,183,78
255176,Left,Normal (170-185),27,180,77
255183,Right,Lean (170-185),25,177,73
255206,Right,Lean (170-185),18,180,71
255213,Right,Normal (185+),22,188,73
255225,Right,Normal (170-185),34,184,79
255255,Right,Normal (170-185),22,171,66
255305,Right,Normal (170-185),19,183,79
255339,Right,Lean (170-),18,170,66
255374,Right,Normal (170-185),21,180,75
255394,Right,Lean (170-185),18,181,66
255434,Right,Lean (170-185),17,178,70
255436,Right,Lean (170-185),21,175,72
255577,Right,Normal (170-185),22,179,72
255636,Right,Normal (170-185),20,182,69
255729,Left,Lean (170-185),27,175,69
255812,Right,Lean (185+),22,188,82
255828,Right,Normal (170-185),20,178,72
255829,Right,Normal (170-),20,168,66
256002,Right,Lean (170-185),22,180,72
256004,Right,Normal (185+),23,188,98
256058,Left,Normal (170-),19,170,65
256172,Right,Normal (185+),22,190,83
256196,Right,Normal (185+),19,186,81
256367,Right,Normal (185+),22,193,80
256442,Right,Lean (170-),20,170,60
256510,Left,Lean (185+),19,193,70
256746,Left,Normal (185+),19,189,77
256801,Right,Lean (170-185),19,183,72
256819,Right,Normal (170-185),19,176,70
256832,Right,Normal (170-185),17,176,67
256853,Right,Normal (185+),19,186,71
256889,Right,Normal (170-185),22,183,78
256931,Right,Lean (185+),19,190,75
257010,Left,Lean (185+),22,200,90
257013,Right,Lean (170-185),22,179,71
257031,Right,Lean (170-185),21,173,66
257060,Right,Normal (185+),20,190,79
257080,Right,Normal (170-185),20,183,82
257112,Left,Normal (170-185),21,178,73
257171,Left,Lean (170-),19,167,62
257194,Left,Normal (170-185),20,180,79
257235,Right,Lean (185+),20,185,82
257237,Right,Normal (185+),23,186,75
257245,Right,Normal (170-185),20,175,70
257253,Right,Lean (185+),20,186,77
257255,Right,Normal (185+),22,188,76
257289,Right,Lean (185+),19,189,70
257611,Left,Lean (170-185),20,172,70
257707,Right,Lean (170-185),20,175,68
257722,Left,Normal (170-185),25,181,76
257753,Right,Normal (170-185),36,176,72
257758,Right,Normal (170-185),26,176,73
257764,Right,Lean (170-185),23,180,75
257796,Left,Normal (185+),31,189,80
257819,Left,Normal (185+),29,188,83
257862,Right,Normal (185+),30,191,77
257871,Right,Normal (170-185),22,176,69
257962,Left,Normal (170-185),22,183,78
258031,Right,Normal (185+),20,185,78
258071,Left,Normal (170-185),21,181,74
258102,Right,Lean (170-185),22,178,70
258103,Right,Lean (170-185),17,178,68
258184,Right,Normal (170-185),21,180,76
258230,Left,Normal (170-185),18,184,83
258284,Left,Normal (170-),20,168,68
258303,Right,Normal (170-185),20,174,66
258355,Right,Lean (185+),21,188,70
258393,Right,Lean (170-185),19,176,68
258447,Right,Normal (185+),21,185,80
258456,Right,Normal (170-185),20,175,68
258468,Left,Lean (170-),20,170,66
258533,Right,Lean (170-185),21,177,68
258627,Right,Lean (170-185),20,173,67
258642,Right,Normal (170-185),20,184,76
258644,Right,Lean (170-185),19,179,71
258687,Right,Lean (185+),21,189,75
258751,Left,Lean (170-185),21,175,65
258787,Right,Lean (170-185),22,176,65
258821,Left,Normal (170-185),19,179,71
258822,Right,Normal (170-185),21,171,63
258880,Right,Normal (170-185),22,173,64
258934,Right,Normal (170-185),22,178,72
258945,Left,Lean (170-185),21,182,75
258976,Left,Normal (170-185),20,178,72
258983,Left,Normal (185+),20,198,88
258988,Right,Lean (185+),30,190,91
259085,Right,Normal (185+),20,185,79
259096,Right,Normal (170-185),20,177,73
259114,Right,Lean (185+),21,185,81
259153,Right,Lean (185+),21,185,75
259176,Right,Lean (170-185),24,172,64
259178,Left,Normal (170-185),21,184,75
259193,Right,Normal (170-185),21,181,73
259194,Right,Normal (185+),19,187,81
259204,Left,Normal (170-185),24,178,69
259255,Right,Normal (185+),26,191,81
259264,Right,Stocky (170-185),24,175,73
259280,Left,Normal (170-185),18,175,78
259325,Left,Normal (170-185),24,176,70
259419,Right,Lean (170-185),17,178,68
259528,Left,Normal (170-185),19,175,71
259531,Right,Lean (185+),21,185,76
259534,Right,Stocky (185+),22,195,80
259563,Left,Lean (170-185),19,179,67
259579,Left,Normal (185+),21,187,81
259600,Right,Lean (170-185),21,175,67
259620,Right,Normal (185+),21,190,82
259634,Left,Normal (170-185),21,173,75
259695,Right,Normal (170-185),29,182,85
259780,Right,Normal (170-185),23,181,78
259810,Right,Lean (170-185),19,177,69
259864,Left,Normal (170-185),24,179,71
259877,Right,Lean (170-185),20,172,68
259899,Right,Normal (170-185),23,183,78
259907,Right,Lean (185+),26,186,78
259919,Right,Normal (185+),29,187,80
259970,Right,Lean (170-185),23,182,74
260014,Right,Normal (170-185),19,180,73
260061,Right,Normal (170-185),20,180,75
260087,Right,Normal (170-185),19,182,78
260143,Right,Normal (185+),17,185,75
260177,Right,Normal (170-185),25,180,83
260206,Right,Lean (170-185),35,180,70
260216,Right,Normal (170-),23,167,68
260235,Right,Normal (170-185),18,176,60
260252,Right,Lean (170-185),24,171,66
260255,Right,Normal (170-),20,165,61
260264,Left,Stocky (170-185),18,183,85
260335,Right,Normal (170-185),33,180,78
260351,Right,Normal (170-),25,168,72
260420,Right,Normal (170-185),20,176,73
260433,Left,Lean (170-),22,170,62
260436,Right,Normal (185+),19,185,80
260442,Right,Lean (170-185),24,177,71
260508,Right,Lean (170-185),26,178,64
260527,Right,Normal (170-185),26,184,80
260561,Right,Lean (185+),19,192,80
260577,Left,Normal (170-185),17,183,76
260648,Right,Lean (185+),24,188,77
260705,Left,Normal (170-185),22,177,68
260723,Right,Lean (185+),19,188,70
260728,Right,Normal (185+),19,189,75
260735,Right,Normal (185+),27,192,86
260918,Right,Lean (185+),20,185,79
260919,Right,Lean (170-),20,170,63
260923,Left,Normal (170-),20,170,65
260925,Right,Normal (170-185),20,183,77
260990,Left,Lean (170-185),17,180,67
261040,Right,Normal (185+),21,185,80
261083,Left,Normal (170-185),19,175,67
261133,Right,Normal (170-185),18,180,70
261167,Right,Normal (185+),25,193,86
261169,Left,Lean (170-185),21,180,78
261265,Right,Lean (170-185),18,179,70
261299,Right,Normal (170-185),17,178,68
261323,Right,Normal (185+),21,190,85
261334,Right,Lean (170-185),26,182,74
261349,Right,Normal (170-185),20,172,67
261352,Right,Normal (170-185),22,178,69
261380,Right,Normal (170-185),20,175,72
261452,Right,Normal (185+),26,187,81
261456,Right,Lean (170-185),25,177,72
261476,Left,Lean (170-),19,169,67
261482,Right,Normal (170-185),22,172,62
261483,Left,Normal (170-185),20,173,67
261495,Left,Lean (185+),17,190,82
261554,Left,Lean (170-185),19,175,72
261555,Left,Lean (170-185),18,175,72
261563,Right,Normal (170-185),18,175,68
261571,Right,Lean (170-185),19,175,67
261595,Left,Lean (170-185),21,177,68
261690,Right,Lean (170-),17,164,59
261691,Left,Normal (170-185),19,175,68
261765,Right,Normal (170-185),21,174,68
261971,Right,Normal (170-185),18,175,70
262057,Left,Normal (170-),17,170,67
262062,Right,Lean (170-185),18,178,69
262082,Right,Normal (170-185),18,179,69
262098,Left,Normal (170-185),22,180,78
262154,Right,Normal (170-185),21,181,75
262168,Right,Normal (170-185),22,178,69
262171,Right,Normal (170-185),19,174,65
262212,Right,Lean (185+),21,185,78
262226,Left,Normal (170-185),21,183,70
262254,Right,Normal (185+),24,193,78
262268,Right,Lean (185+),20,186,80
262283,Right,Lean (170-),17,169,62
262284,Right,Normal (170-185),18,171,68
262287,Left,Lean (170-185),26,175,60
262347,Left,Normal (170-185),29,179,66
262356,Right,Normal (170-),24,169,68
262399,Right,Normal (185+),21,194,80
262467,Left,Normal (170-185),29,178,75
262477,Left,Normal (170-185),21,178,71
262488,Right,Normal (170-185),22,184,80
262511,Right,Lean (170-185),21,183,78
262548,Right,Lean (170-185),30,180,67
262561,Right,Normal (185+),20,190,83
262573,Right,Lean (170-185),19,178,72
262633,Right,Normal (185+),23,194,81
262659,Right,Normal (185+),19,190,96
262664,Right,Normal (185+),21,187,80
262673,Right,Normal (170-185),20,182,79
262710,Right,Normal (170-185),20,181,72
262751,Right,Normal (185+),25,191,90
262772,Left,Lean (170-185),25,180,72
262787,Right,Normal (170-185),21,180,73
262793,Left,Normal (170-185),22,171,72
262804,Right,Normal (170-185),26,184,77
262831,Right,Normal (185+),25,188,73
262899,Right,Lean (185+),22,202,88
262903,Right,Normal (185+),21,189,78
262910,Left,Lean (170-185),22,180,70
262926,Left,Lean (185+),22,186,78
262940,Right,Normal (185+),18,191,77
262950,Right,Normal (170-185),24,175,77
263016,Right,Lean (185+),20,192,83
263046,Right,Normal (185+),21,185,74
263059,Left,Lean (170-185),20,180,69
263081,Right,Lean (185+),22,188,78
263132,Left,Normal (170-185),19,180,77
263135,Right,Lean (170-185),19,183,76
263149,Right,Lean (170-185),18,173,64
263154,Right,Lean (170-185),23,181,73
263158,Right,Normal (170-),20,166,60
263170,Right,Normal (170-185),23,181,75
263177,Right,Normal (185+),25,189,80
263178,Right,Normal (185+),23,185,82
263190,Right,Lean (170-185),26,175,64
263234,Right,Normal (185+),19,190,76
263270,Right,Normal (170-185),26,175,70
263279,Right,Normal (170-185),20,183,80
263296,Left,Lean (185+),20,189,84
263311,Left,Lean (170-185),21,176,70
263319,Right,Normal (170-185),22,175,69
263323,Left,Normal (170-),22,169,62
263337,Right,Normal (185+),26,192,81
263355,Right,Normal (170-185),18,173,60
263398,Right,Lean (170-185),17,177,70
263404,Right,Normal (170-185),18,178,76
263418,Right,Normal (170-185),19,176,69
263435,Right,Lean (185+),17,187,71
263448,Right,Lean (170-185),19,180,68
263449,Right,Normal (170-185),22,178,76
263480,Right,Lean (185+),19,190,80
263498,Right,Normal (185+),19,188,85
263500,Right,Normal (170-185),21,177,70
263550,Right,Lean (185+),21,185,74
263551,Left,Normal (185+),19,185,70
263570,Right,Lean (185+),20,186,75
263571,Right,Stocky (170-185),18,176,80
263574,Right,Lean (170-185),22,178,73
263594,Right,Lean (170-185),19,179,70
263604,Right,Lean (170-185),18,174,57
263628,Left,Normal (185+),17,186,81
263631,Right,Stocky (170-185),21,181,83
263663,Right,Normal (185+),22,185,79
263718,Right,Normal (170-185),22,178,74
263724,Left,Normal (170-),18,164,62
263732,Right,Normal (170-185),22,176,70
263760,Right,Normal (170-185),20,184,79
263921,Right,Normal (170-185),19,178,68
263965,Right,Lean (170-),23,168,65
263973,Right,Lean (170-185),17,183,76
264026,Right,Lean (170-185),18,178,68
264035,Left,Lean (170-185),18,178,73
264048,Right,Normal (185+),20,185,79
264066,Right,Lean (185+),18,190,90
264085,Right,Normal (185+),22,186,88
264088,Left,Normal (185+),25,190,87
264096,Right,Normal (170-185),19,183,72
264104,Right,Normal (185+),19,193,90
264128,Right,Lean (170-185),20,178,72
264132,Left,Normal (170-185),20,175,72
264147,Left,Lean (185+),18,186,77
264160,Right,Lean (170-185),22,179,74
264219,Right,Lean (170-185),17,173,63
264221,Left,Lean (170-185),17,180,63
264238,Right,Lean (170-185),19,172,63
264249,Right,Stocky (170-185),20,175,75
264265,Right,Normal (185+),18,190,75
264290,Right,Normal (170-185),17,184,76
264324,Left,Normal (170-),22,170,70
264349,Right,Normal (185+),18,187,78
264401,Right,Normal (170-185),20,183,75
264452,Right,Normal (170-185),18,177,74
264476,Right,Normal (185+),21,187,79
264482,Left,Normal (170-185),27,175,70
264502,Right,Normal (185+),22,191,74
264524,Left,Normal (170-185),19,175,72
264531,Left,Normal (170-185),23,175,72
264535,Right,Normal (185+),24,190,83
264546,Right,Normal (170-185),20,174,70
264589,Right,Normal (185+),17,187,80
264629,Right,Normal (170-),20,170,63
139475,Right,Normal (185+),36,193,81
139476,Right,Normal (170-185),36,183,77
149825,Left,Normal (185+),38,191,88
152523,Right,Normal (185+),35,193,87
158305,Right,Lean (170-185),36,180,70
162899,Left,Normal (170-185),36,180,74
165441,Right,Normal (185+),34,185,71
166847,Left,Lean (185+),33,185,75
171620,Left,Normal (185+),32,185,76
183533,Right,Stocky (185+),29,191,76
184282,Right,Normal (185+),31,193,79
184980,Left,Lean (170-185),32,177,73
187031,Right,Normal (185+),31,185,84
187144,Right,Normal (185+),34,188,83
191336,Right,Normal (185+),30,185,81
191437,Right,Normal (185+),35,190,86
191528,Right,Stocky (185+),32,188,81
194894,Right,Lean (185+),30,193,83
202295,Right,Normal (185+),32,191,83
202795,Left,Normal (170-185),27,175,66
202824,Right,Normal (170-185),28,171,65
202881,Right,Lean (170-185),29,180,71
204383,Left,Normal (170-185),29,175,78
204870,Right,Normal (185+),28,190,70
205255,Right,Normal (170-185),26,181,74
205727,Right,Normal (185+),28,189,75
207491,Right,Stocky (170-185),31,184,76
207886,Right,Normal (170-185),27,182,71
208559,Left,Lean (185+),25,190,76
208774,Right,Lean (170-185),26,178,70
208988,Right,Lean (170-185),32,184,70
209169,Left,Normal (185+),32,185,77
209188,Left,Stocky (170-185),32,176,67
209784,Right,Normal (170-185),28,178,71
210206,Right,Normal (170-),29,162,58
210790,Right,Stocky (170-185),28,178,81
210791,Right,Lean (170-185),31,179,77
210999,Right,Normal (170-185),29,182,84
211217,Right,Normal (185+),27,191,78
212763,Right,Normal (170-185),26,184,76
213157,Left,Normal (170-),26,170,62
213696,Right,Normal (170-185),24,183,72
213712,Left,Normal (170-185),26,178,74
214278,Right,Normal (170-185),29,175,72
214666,Right,Normal (170-185),27,183,76
214747,Right,Normal (170-185),28,173,73
215088,Right,Lean (185+),26,195,84
215408,Right,Normal (185+),31,203,92
216111,Right,Lean (170-185),27,179,69
216578,Right,Lean (170-185),28,182,77
218585,Left,Lean (170-185),26,180,74
219272,Right,Normal (170-185),26,180,72
219657,Right,Lean (185+),25,186,80
220023,Left,Lean (185+),27,186,74
220481,Left,Normal (185+),26,185,75
220985,Right,Normal (185+),24,200,93
221423,Right,Lean (185+),30,187,85
221798,Right,Normal (185+),28,188,76
221974,Right,Normal (185+),28,185,76
222177,Right,Lean (185+),28,188,70
222179,Right,Lean (185+),31,187,77
222190,Right,Lean (170-185),31,182,76
222216,Left,Normal (185+),31,189,87
222422,Right,Normal (170-185),24,177,66
223167,Left,Normal (170-185),24,180,70
223719,Right,Lean (170-185),25,175,67
223821,Right,Normal (185+),33,186,81
223918,Right,Lean (170-185),25,180,72
223982,Right,Normal (185+),25,190,85
224231,Right,Lean (170-185),27,182,75
224638,Right,Lean (170-185),26,174,65
224675,Right,Lean (170-185),26,181,69
224693,Right,Stocky (170-185),28,182,80
224844,Right,Normal (170-185),27,184,73
225051,Left,Normal (185+),24,185,82
225198,Right,Normal (185+),28,187,84
225237,Right,Normal (170-185),23,176,77
225251,Left,Lean (185+),25,188,75
225338,Right,Lean (170-185),24,172,62
225654,Left,Lean (185+),25,188,80
225873,Right,Lean (185+),24,191,76
225935,Right,Lean (170-185),25,181,73
226140,Right,Normal (185+),26,185,65
226186,Right,Lean (170-185),31,182,70
226352,Right,Normal (170-185),26,175,78
226387,Left,Lean (185+),25,188,80
226496,Right,Lean (170-185),30,175,70
226563,Right,Stocky (170-185),24,174,65
226844,Right,Normal (185+),31,191,88
228053,Left,Lean (170-185),23,183,68
228061,Right,Normal (170-185),31,175,72
228073,Right,Normal (170-185),27,183,78
228194,Left,Lean (170-185),29,171,64
228195,Right,Normal (170-185),27,172,67
228226,Right,Lean (170-185),24,180,73
228250,Right,Normal (170-185),26,171,62
228382,Left,Normal (170-185),24,183,77
228498,Right,Normal (185+),29,194,90
228526,Right,Normal (185+),27,193,93
228611,Right,Stocky (170-185),30,180,87
229008,Right,Normal (185+),23,189,76
229243,Right,Normal (185+),24,192,87
229263,Left,Normal (170-),23,169,73
229274,Right,Lean (185+),23,185,70
229328,Right,Normal (170-185),24,180,73
229397,Right,Normal (170-185),25,183,81
229450,Right,Normal (185+),26,185,76
229718,Right,Lean (185+),22,185,70
229914,Right,Lean (185+),24,188,71
230014,Left,Lean (185+),23,186,71
230698,Right,Stocky (170-185),24,182,74
230749,Right,Lean (185+),24,194,78
230980,Right,Normal (185+),26,190,85
231171,Right,Normal (170-185),28,175,70
231379,Right,Lean (185+),24,194,78
231421,Right,Normal (185+),23,188,76
231486,Right,Normal (170-),27,165,60
231510,Right,Normal (185+),25,186,82
231617,Right,Normal (170-185),21,180,70
231634,Right,Normal (185+),30,196,83
231674,Left,Normal (170-185),29,178,64
231923,Right,Normal (170-185),24,176,73
231929,Right,Normal (170-185),23,178,64
232565,Right,Normal (185+),30,192,84
232566,Right,Normal (185+),24,190,83
232904,Right,Normal (170-185),23,177,75
233288,Right,Normal (170-185),24,180,78
233394,Right,Lean (170-185),24,178,75
233440,Right,Normal (170-185),23,179,73
233446,Right,Normal (170-185),27,180,72
233506,Right,Normal (170-185),24,173,72
233665,Right,Normal (185+),24,185,78
233782,Right,Normal (185+),22,190,73
233946,Right,Lean (170-185),23,178,66
234040,Right,Normal (170-185),23,183,64
234099,Right,Normal (170-185),21,180,69
234638,Right,Normal (185+),24,185,78
234692,Right,Normal (170-185),29,182,83
235054,Left,Normal (170-185),24,180,83
235086,Right,Normal (185+),22,191,85
235162,Right,Normal (170-185),26,182,84
235304,Right,Lean (185+),21,192,82
235579,Left,Normal (170-185),27,183,75
235606,Right,Lean (185+),24,200,90
235656,Right,Lean (170-),26,165,64
235661,Right,Normal (170-185),21,177,75
236292,Right,Normal (185+),23,190,79
236359,Right,Stocky (170-185),21,180,75
236370,Right,Normal (185+),30,193,87
236485,Left,Normal (185+),23,191,88
236601,Right,Normal (170-185),23,179,76
236622,Right,Normal (185+),22,186,77
236634,Right,Lean (185+),21,185,70
236733,Right,Lean (170-185),26,175,67
236762,Right,Normal (170-185),25,183,75
236771,Right,Normal (170-185),31,177,69
236818,Left,Normal (170-185),21,178,64
236849,Right,Normal (185+),23,189,81
236946,Right,Lean (170-185),24,178,72
237140,Right,Lean (170-185),25,184,77
237705,Right,Normal (170-185),21,175,72
237825,Right,Lean (170-185),21,174,66
237842,Right,Lean (170-185),23,171,73
237885,Right,Stocky (185+),23,185,70
238061,Right,Lean (185+),21,185,78
238197,Right,Stocky (170-185),22,183,85
238357,Right,Normal (170-185),25,173,65
238567,Left,Lean (185+),28,187,75
238575,Right,Lean (185+),23,195,88
238716,Right,Normal (185+),27,185,77
238846,Left,Normal (170-185),23,180,70
239203,Left,Normal (185+),22,191,83
239354,Right,Lean (170-185),23,184,75
239460,Left,Lean (170-185),25,176,65
239540,Right,Lean (185+),22,191,80
239573,Right,Normal (170-185),25,184,84
239672,Right,Lean (170-185),20,177,73
239676,Right,Lean (170-185),22,178,70
239858,Right,Lean (170-185),31,180,72
239893,Right,Normal (185+),22,185,70
239906,Right,Normal (185+),22,185,75
239947,Right,Normal (170-185),21,180,78
240187,Right,Normal (185+),22,194,85
240208,Left,Normal (185+),30,193,90
240322,Right,Lean (170-185),22,180,73
240463,Right,Normal (170-185),24,176,75
240599,Right,Normal (170-185),23,182,70
240608,Left,Normal (185+),22,185,72
240650,Left,Normal (170-185),21,176,71
240672,Left,Normal (170-185),22,178,70
240736,Left,Lean (170-),22,167,60
240775,Right,Normal (170-185),22,178,67
240835,Left,Normal (170-185),21,179,78
240863,Right,Lean (170-185),21,175,65
240955,Right,Normal (185+),22,185,80
241035,Right,Lean (170-185),21,183,83
241099,Right,Normal (170-185),24,182,81
241160,Left,Lean (170-185),20,172,65
241239,Right,Lean (170-185),24,180,73
241263,Right,Lean (170-185),21,178,70
241299,Right,Normal (185+),25,186,84
241558,Left,Lean (170-),20,170,69
241582,Left,Lean (185+),22,187,73
241891,Right,Normal (185+),22,192,80
241977,Right,Lean (185+),27,185,76
241979,Left,Lean (170-185),21,173,66
242062,Right,Lean (170-185),21,177,74
242114,Right,Lean (170-185),21,173,75
242149,Right,Normal (185+),22,185,74
242221,Right,Lean (170-),29,168,60
242225,Right,Lean (185+),24,189,74
242454,Right,Lean (170-185),23,175,65
242507,Right,Lean (170-185),23,174,66
242823,Right,Lean (170-185),22,178,72
242854,Right,Lean (170-185),20,181,72
242917,Right,Normal (170-),20,170,65
242984,Right,Lean (170-185),23,178,67
243045,Right,Lean (170-185),26,183,74
243047,Right,Lean (170-185),20,182,69
243135,Left,Lean (170-),21,170,62
243157,Right,Normal (170-185),23,173,70
243159,Left,Normal (170-185),29,182,74
243168,Left,Normal (170-185),21,183,67
243211,Right,Lean (170-185),21,180,71
243221,Right,Normal (170-185),21,180,77
243278,Right,Normal (170-185),20,173,69
243302,Right,Normal (170-185),25,182,72
243428,Right,Normal (170-185),19,183,75
243513,Right,Lean (185+),21,185,76
243615,Left,Normal (185+),26,189,70
243720,Right,Normal (185+),21,193,86
243737,Right,Normal (185+),22,187,80
243766,Right,Normal (170-185),21,173,64
243789,Right,Lean (170-185),22,172,70
243898,Right,Stocky (170-185),21,178,77
243960,Right,Lean (185+),20,190,77
243980,Right,Normal (170-185),21,179,70
244012,Right,Normal (185+),24,185,78
244066,Right,Normal (185+),23,185,78
244073,Right,Normal (185+),23,192,84
244082,Right,Lean (170-185),22,173,68
244087,Right,Normal (170-185),22,182,75
244091,Right,Lean (170-185),22,182,73
244128,Left,Lean (170-185),22,183,72
244170,Right,Lean (185+),25,190,79
244172,Right,Lean (185+),21,190,80
244289,Right,Lean (185+),19,192,87
244322,Left,Normal (170-185),26,183,74
244370,Right,Stocky (170-185),21,180,85
244592,Left,Normal (170-185),20,178,71
244835,Left,Lean (170-185),24,172,66
244904,Left,Normal (170-185),24,179,72
245001,Right,Lean (185+),21,190,78
245020,Left,Lean (170-185),21,180,70
245057,Right,Lean (185+),21,186,76
245255,Right,Lean (170-185),23,176,70
245270,Right,Lean (170-185),21,181,77
245332,Right,Lean (185+),21,187,67
245481,Right,Lean (170-),23,170,62
245501,Right,Normal (170-185),21,178,82
245521,Right,Normal (170-),29,167,61
245689,Right,Normal (170-185),22,180,74
245698,Right,Normal (170-185),21,177,72
245729,Right,Normal (185+),20,188,79
245769,Right,Normal (185+),21,185,80
245780,Right,Lean (170-185),21,181,75
245907,Right,Lean (170-185),19,183,78
245994,Left,Lean (170-185),20,176,64
246180,Right,Normal (170-185),20,173,64
246246,Right,Normal (185+),22,195,85
246292,Left,Normal (170-185),22,173,68
246299,Left,Lean (185+),23,193,77
246305,Right,Lean (170-185),21,171,66
246401,Right,Lean (170-185),20,178,66
246467,Right,Normal (170-185),20,182,74
246552,Left,Normal (170-185),28,184,80
246558,Right,Normal (170-185),24,179,74
246663,Right,Normal (185+),22,185,80
246695,Right,Stocky (185+),19,190,80
246713,Right,Normal (170-185),19,173,70
246773,Right,Normal (170-185),23,173,69
246789,Right,Lean (185+),22,187,73
246843,Right,Normal (185+),25,193,88
246860,Right,Lean (170-185),18,175,63
246877,Right,Lean (170-185),21,175,70
246920,Right,Normal (170-185),19,178,70
247025,Right,Lean (170-185),17,177,60
247063,Right,Lean (170-),22,168,65
247067,Right,Lean (170-185),26,181,71
247105,Right,Lean (170-185),19,183,73
247125,Left,Lean (170-185),22,178,78
247166,Right,Lean (170-185),20,175,70
247173,Right,Normal (185+),20,187,85
247277,Right,Lean (170-185),22,184,73
247295,Right,Normal (185+),23,186,88
247308,Left,Normal (170-185),22,177,73
247369,Right,Lean (170-185),21,176,62
247507,Left,Lean (170-185),20,174,67
247533,Left,Stocky (170-185),23,176,74
247630,Right,Lean (170-185),24,179,70
247636,Left,Normal (170-185),25,183,77
247820,Right,Normal (185+),20,186,75
247863,Left,Lean (170-185),20,175,70
247871,Right,Lean (185+),20,188,72
247897,Right,Normal (170-185),21,176,69
247908,Right,Lean (170-185),22,176,67
247931,Left,Lean (185+),22,187,77
247955,Right,Lean (170-185),18,180,68
247999,Right,Normal (170-185),32,182,74
248178,Left,Normal (170-185),26,172,65
248265,Right,Normal (170-185),30,179,75
248306,Right,Normal (170-185),32,178,75
248337,Right,Normal (185+),21,186,70
248401,Left,Normal (170-185),18,174,70
248408,Left,Normal (185+),20,187,74
248508,Left,Lean (185+),20,186,77
248547,Left,Normal (170-185),22,175,70
248577,Right,Normal (185+),24,190,83
248766,Right,Lean (185+),22,197,83
248803,Right,Normal (170-185),19,180,71
250812,Right,Lean (170-185),20,180,71
250823,Right,Normal (170-185),20,179,70
250855,Left,Lean (170-185),21,178,68
250966,Right,Normal (170-185),28,181,74
250998,Left,Normal (185+),21,187,82
251049,Right,Normal (170-185),20,174,65
251107,Left,Lean (170-185),21,175,69
251157,Right,Stocky (185+),21,185,86
251169,Left,Normal (170-185),22,184,80
251170,Right,Normal (185+),21,186,81
251184,Right,Normal (170-),34,168,64
251235,Right,Normal (170-185),22,184,76
251272,Right,Lean (170-185),20,180,70
251273,Right,Lean (170-185),22,182,70
251275,Right,Lean (185+),19,185,73
251285,Left,Normal (185+),22,186,85
251306,Right,Lean (170-185),20,175,65
251369,Left,Normal (185+),23,188,90
251372,Right,Lean (185+),24,185,75
251411,Right,Lean (170-185),20,172,66
251454,Right,Normal (170-185),20,174,65
251506,Right,Lean (170-185),27,182,69
251554,Right,Lean (185+),21,185,76
251569,Left,Lean (170-185),19,179,75
251594,Right,Lean (185+),23,190,76
251631,Left,Lean (170-185),20,183,79
251645,Left,Normal (170-185),20,176,69
251685,Left,Lean (170-185),22,175,74
251837,Right,Normal (185+),24,185,80
251855,Right,Lean (170-185),19,184,70
251906,Right,Lean (170-185),26,174,65
252006,Right,Normal (170-185),23,181,78
252007,Right,Lean (170-185),22,175,79
252194,Right,Normal (170-185),20,183,73
252229,Right,Lean (170-185),20,175,67
252370,Right,Lean (170-),22,167,66
252386,Right,Stocky (170-185),20,178,71
252440,Right,Lean (170-185),22,175,70
252459,Right,Lean (170-185),19,176,66
252468,Right,Normal (170-185),21,182,84
252476,Right,Normal (170-185),20,182,76
252498,Left,Normal (170-185),21,175,67
252557,Left,Stocky (170-185),26,173,73
252849,Left,Lean (170-),20,168,63
252861,Right,Normal (170-185),21,183,75
252868,Right,Lean (185+),20,189,66
252883,Right,Lean (185+),20,189,76
252897,Right,Lean (170-185),17,177,68
252911,Right,Normal (185+),19,190,87
252912,Right,Normal (170-),20,165,67
252918,Right,Lean (185+),19,185,70
252959,Right,Normal (170-185),19,183,69
252960,Right,Stocky (170-185),19,176,77
253013,Right,Stocky (185+),26,195,95
253216,Right,Lean (185+),20,195,83
253233,Left,Lean (170-185),20,171,63
253337,Right,Stocky (170-185),28,180,70
253441,Right,Stocky (170-185),19,182,84
253474,Right,Lean (170-185),20,183,72
253579,Right,Normal (170-185),23,174,69
253612,Right,Normal (170-185),20,180,75
253688,Right,Lean (185+),20,190,82
253820,Right,Lean (170-),21,161,65
253837,Right,Normal (185+),23,185,85
